	show_name	D614G_IC50	SARS_IC50	Omicron_IC50	R346K_IC50	BA2_IC50	BA2_12_1_IC50	BA2_13_IC50	BA3_IC50	BA4_IC50	pangolin_GD_IC50	RaTG13_IC50	D614G_L452M_IC50	D614G_L452R_IC50	D614G_L452Q_IC50	SARS_ELISA	Omicron_ELISA	SARS_ELISA_300ng	RaTG13_300ng	pangolin_GD_300ng	pangolin_GX_300ng	PC4_127_300ng	sin852_300ng	WIV1_300ng	LYRa11_300ng	RS7327_300ng	GZ_C_300ng	Urbani_300ng	RS4231_300ng	RS4247_300ng	BM48_31_300ng	BtKY72_300ng	SHAANXI2011_300ng	YN2013_300ng	RP3_300ng	ZC45_300ng	Anlong112_300ng	SC2018_300ng	ZXC21_300ng	ELISA_3ug_compete	ELISA_150ng_compete	ELISA_compete_level
BD55-5675	BD55-5675	0.0246551	0.0154291	6.1992	2.01809	Inf	Inf	Inf	Inf	Inf*	0.0461644	0.00748597	--	--	--	3	2	3.03	3.25	2.7	3.08	3.17	3.17	3.31	3.25	3.28	3.378	3.426	3.228	2.659	1.85	3.08	3.24	2.96	2.268	3.065	2.614	3.232	2.842	1.459	3.315	0.559879336
BD55-5676	BD55-5676	0.0131732	0.00943561	Inf	Inf	--	Inf	--	--	--	0.0165715	0.00116683	--	--	--	3	0	2.96	3.04	2.89	2.76	3.19	3.09	3.37	--	--	--	--	--	--	2.87	3.1	0.61	0.12	--	--	--	--	--	--	--	--
BD55-5687	BD55-5687	2.32766	0.137134	5.0813	4.54674	4.1293	4.07631	5.99226	3.91283	3.64989	--	--	--	--	--	3	2	3.392	3.085	3.511	2.542	3.523	3.474	3.476	3.333	3.332	1.946	3.464	1.033	3.076	0.106	3.466	3.073	3.162	3.281	3.275	2.887	3.045	2.914	3.325	3.377	0.015398282
BD55-5690	BD55-5690	0.050572	0.0379068	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0304466	0.00383558	--	--	--	3	2	3.66	3.33	2.42	1.43	3.13	3.48	3.35	3.3	3.348	3.42	3.446	3.313	0.614	2.48	3.03	0.28	0.14	0.333	2.171	0.073	0.577	1.473	0.759	3.296	0.769720874
BD55-5694	BD55-5694	Inf	0.710025	Inf	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	3.345	3.423	3.479	3.008	3.535	3.461	3.473	3.454	3.478	2.269	3.469	3.221	3.16	3.413	3.482	3.373	3.359	3.326	3.38	3.4	3.375	2.919	3.392	3.362	-0.00892326
BD55-5697	BD55-5697	0.0031255	0.0125819	0.0133972	0.0196913	0.168367	0.1668766	0.1841222	0.167	0.2338149	4.80035	Inf	--	--	--	2	2	3.3	2.17	2.09	0.75	3.18	3.02	2.53	2.662	2.895	3.415	3.44	0.241	0.472	0.27	0.38	0.11	0.09	0.319	0.12	0.083	0.409	0.121	3.288	3.311	0.006946542
BD55-5699	BD55-5699	0.421443	0.0922059	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.177793	0.00732356	--	--	--	3	2	3.74	3.1	2.62	2.49	3.09	3.04	3.38	3.285	3.275	3.517	3.515	3.235	0.443	0.11	3.08	0.07	0.07	0.359	0.101	0.069	0.355	0.096	1.157	3.186	0.636848713
BD55-5700	BD55-5700	0.073307	0.0104871	0.0668627	0.0926564	Inf	Inf*	Inf*	Inf	Inf*	0.020294	0.00213685	--	--	--	3	2	3.35	3.28	2.76	3.32	3.15	3.12	3.34	3.273	3.251	3.452	3.454	3.229	2.959	0.09	3.08	3.35	2.98	3.2	3.304	3.146	3.41	3.02	0.893	3.078	0.709876543
BD55-5713	BD55-5713	0.00644154	0.00464695	Inf	6.57029	Inf	Inf*	Inf*	Inf	Inf*	0.0169851	Inf*	--	--	--	3	2	3.21	0.12	2.61	0.38	3.28	3.16	3.4	3.265	3.299	3.416	3.461	3.177	0.433	0.07	3.29	0.06	0.09	0.491	0.105	0.084	0.351	0.099	0.544	3.344	0.837320574
BD55-5715	BD55-5715	0.235869	0.00546963	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0252859	0.402367	--	--	--	3	0	3.07	0.38	2.87	0.72	3.19	2.98	3.4	3.164	3.146	3.306	3.374	2.563	0.766	3.37	3.28	0.13	0.12	0.823	0.186	0.087	0.449	0.182	1.843	3.432	0.462995338
BD55-5718	BD55-5718	0.00497164	0.0126241	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	1.27468	Inf*	--	--	--	2	0	3.33	0.12	2.11	0.78	2.71	0.76	0.99	2.062	2.96	2.683	3.448	0.738	0.569	0.71	0.55	0.12	0.2	0.363	0.227	0.039	0.657	0.152	2.782	3.434	0.189866045
BD55-5721	BD55-5721	1.31649	Inf	Inf	Inf	2.16525	Inf	2.50437	Inf	Inf	Inf*	Inf*	--	--	--	2	0	2.75	0.44	0.8	0.26	0.76	0.34	0.98	0.953	0.761	1.134	1.277	0.184	0.484	0.2	0.61	0.31	0.24	0.195	0.425	0.192	0.541	0.332	3.348	3.482	0.03848363
BD55-5728	BD55-5728	0.0782767	0.00298721	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	0	2.88	0.07	0.17	0.12	3.08	3.24	2.64	2.669	2.802	3.459	3.492	0.051	0.148	0.05	0.05	0.05	2.15	0.126	0.046	3.174	0.054	0.073	3.353	3.41	0.016715543
BD55-5731	BD55-5731	0.545579	0.00150338	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	1.57119	2.76573	--	--	--	2	0	3.19	0.13	2.56	0.36	3.02	3.04	2.24	2.498	2.61	3.438	3.49	0.667	0.153	1.81	0.07	0.06	0.05	0.134	0.049	0.06	0.071	0.061	3.258	3.498	0.068610635
BD55-5736	BD55-5736	0.319205	0.0435909	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0728198	0.00287909	--	--	--	3	2	3.33	3.36	2.55	2.94	3.18	3	3.44	3.449	3.329	3.457	3.481	3.32	2.417	0.16	2.63	0.11	0.34	1.628	3.321	0.186	3.036	3.274	0.934	3.293	0.716368053
BD55-5737	BD55-5737	0.0669048	0.0196143	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0318743	0.0106847	--	--	--	3	2	3.04	3.08	2.54	1.78	3.22	3.12	3.4	3.355	3.251	3.432	3.502	3.268	2.854	0.9	2.86	2.6	3.09	2.564	1.55	2.94	3.309	0.639	1.341	3.271	0.590033629
BD55-5743	BD55-5743	0.0538256	0.0016674	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0470008	0.0702064	--	--	--	3	0	3.15	1.22	3.03	2.27	3.06	2.82	3.01	2.993	3.104	3.474	3.513	2.288	0.57	2.77	1.44	0.09	0.08	0.531	0.07	0.067	0.21	0.075	1.184	3.435	0.655312955
BD55-5745	BD55-5745	0.242964	0.002522	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	3.28521	0.00414113	--	--	--	3	0	3.53	0.88	0.81	1.32	3.4	2.26	2.87	3.084	3.267	3.314	3.426	0.997	0.453	1.78	0.51	0.06	0.11	0.294	0.063	0.039	0.392	0.071	3.172	3.35	0.053134328
BD55-5747	BD55-5747	0.00111503	Inf	0.0260768	0.0342	0.0459881	0.72084	0.0663781	0.5273	0.0510741	0.00310857	Inf*	--	--	--	1	2	1.25	0.09	3.23	0.14	0.3	0.19	0.25	0.306	0.223	0.476	0.526	0.089	0.192	0.06	0.11	0.07	0.12	0.146	0.119	0.066	0.268	0.156	0.395	3.152	0.874682741
BD55-5752	BD55-5752	1.39679	0.429325	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	13.7775	0.00587252	--	--	--	3	2	3.56	3.35	3.38	3.2	3.33	3.18	3.19	3.423	3.432	3.457	3.478	3.393	3.245	2.8	3.26	3.26	3.01	2.867	3.118	3.348	3.397	3.178	3.223	3.175	-0.01511811
BD55-5753	BD55-5753	Inf	Inf	Inf*	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	2.827	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.286	3.385	0.029246677
BD55-5761	BD55-5761	0.149976	0.0138168	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0366515	Inf*	--	--	--	3	0	3.52	0.29	3.39	0.41	3.41	3	3.13	3.422	3.375	3.4	3.463	3.335	0.151	2.78	3.36	0.19	0.17	0.156	0.154	0.441	0.239	0.108	2.222	3.379	0.342408997
BD55-5770	BD55-5770	2.35522	1.123	Inf	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	--	--	--	--	--	3	2	3.364	3.224	3.556	3.059	3.468	3.483	3.458	3.19	3.282	2.679	3.478	3.186	3.163	0.188	3.517	3.377	3.125	3.312	3.024	2.737	3.092	2.565	3.461	3.454	-0.002026636
BD55-5774	BD55-5774	0.0131939	Inf*	4.0762	2.08743	1.64673	1.622783	1.484885	2.317	Inf	0.00751732	3.67883	--	--	--	1	--	3.43	3.409	3.511	3.054	3.511	3.471	3.471	3.422	3.436	2.117	3.523	3.355	3.422	3.373	3.473	3.419	3.36	3.406	3.422	3.419	3.433	3.244	0.776	3.364	0.769322235
BD55-5779	BD55-5779	0.362957	0.00834262	Inf	0.0251984	Inf	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	2	2	3.48	0.06	0.06	0.07	3.29	1.83	0.26	0.332	0.268	3.396	3.437	0.048	0.148	0.02	0.09	0.06	0.1	0.329	0.063	0.054	0.075	0.072	3.437	3.432	-0.001456876
BD55-5784	BD55-5784	Inf	1.93381	Inf	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	3.461	3.417	3.454	3.057	3.442	3.458	3.474	3.454	3.411	2.771	3.419	3.332	3.329	3.404	3.455	3.43	3.486	3.439	3.117	3.35	3.375	2.832	3.505	3.417	-0.025753585
BD55-5785	BD55-5785	1.97082	1.2992	Inf	10.3574	Inf	Inf*	Inf*	Inf	Inf*	17.668	0.139196	--	--	--	3	2	3.49	3.21	3.24	3.24	3.3	2.69	3.18	3.404	3.32	3.442	3.48	3.216	2.966	2.64	3.21	3.2	3.22	3.165	3.363	3.386	3.362	3.426	3.464	3.376	-0.026066351
BD55-5789	BD55-5789	Inf	0.189617	Inf*	Inf	Inf	Inf*	Inf*	Inf	Inf*	Inf	Inf	--	--	--	3	2	3.365	1.69	2.766	1.396	2.578	2.834	3.161	2.675	2.58	2.218	2.728	1.465	2.666	0.13	2.8	3.218	3.041	2.705	2.404	3.257	2.766	2.552	3.321	3.396	0.022084806
BD55-5790	BD55-5790	2.83765	3.97759	Inf	Inf	Inf*	Inf	Inf	Inf	Inf*	--	--	--	--	--	3	2	3.375	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.316	3.241	-0.023141006
BD55-5792	BD55-5792	0.363717	0.00189115	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	1.65625	0.00128363	--	--	--	3	0	3.49	2.1	2.19	0.13	3.25	2.69	3.13	3.339	3.298	3.43	3.475	2.979	0.151	0.14	2.6	0.07	0.07	0.227	0.05	0.053	0.089	0.065	0.863	3.324	0.740373045
BD55-5794	BD55-5794	0.920791	0.097245	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	Inf	Inf	--	--	--	3	2	3.49	2.57	2.97	3.33	3.29	2.59	3.39	3.228	3.217	3.495	3.504	3.207	2.87	1.29	2.85	3.29	2.8	2.699	3.359	3.354	3.329	2.77	3.441	3.383	-0.017144546
BD55-5810	BD55-5810	0.173569	0.00440443	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	2.94541	Inf*	--	--	--	2	0	3.5	0.06	2.53	0.06	3.23	2.13	3.11	3.163	3.361	3.305	3.438	1.989	0.469	2.29	1.73	0.06	0.22	0.288	0.066	0.044	0.521	0.158	1.527	3.092	0.50614489
BD55-5811	BD55-5811	0.0317016	Inf	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	1.15554	Inf*	--	--	--	3	2	--	0.062	2.131	0.045	0.045	0.082	0.055	0.193	0.053	0.05	0.05	0.05	0.049	0.069	0.048	0.044	0.045	0.06	0.04	0.043	0.048	0.05	1.942	3.351	0.420471501
BD55-5815	BD55-5815	0.648297	0.0653524	5.84496	7.61692	Inf	6.30153	6.85482	6.19	8.11679	6.77195	0.00660082	--	--	--	3	2	3.49	3.29	3.45	3.26	3.31	3.43	3.33	3.085	3.419	3.448	3.458	3.375	3.264	3.02	3.26	3.45	3.33	3.325	3.254	3.399	3.439	3.395	3.261	3.319	0.017475143
BD55-5830	BD55-5830	1.26624	0.199772	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	Inf	Inf	--	--	--	3	2	3.5	3.03	3.39	3.07	3.4	3.05	3.32	3.427	3.357	3.45	3.456	2.61	2.851	0.87	2.81	2.94	2.95	2.129	3.287	3.262	3.334	3.114	3.412	3.388	-0.007083825
BD55-5831	BD55-5831	0.156621	0.00569348	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0511108	0.00235151	--	--	--	2	0	3.51	3.29	3.33	1.38	3.29	3.26	2.98	3.418	3.381	3.474	3.494	3.306	0.087	1.76	3.31	0.06	0.08	0.144	0.051	0.05	0.096	0.067	1.343	3.333	0.597059706
BD55-5832	BD55-5832	0.011688	0.00738259	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	3.7525	Inf	--	--	--	2	0	3.48	2.83	2.71	2.22	3.04	2.11	2.94	3.262	3.227	3.37	3.456	3.047	0.158	0.13	0.11	0.16	0.09	0.161	0.116	0.063	0.167	0.117	3.397	3.374	-0.006816835
BD55-5836	BD55-5836	0.39903	Inf*	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	Inf	Inf*	--	--	--	1	--	0.439	0.068	1.976	0.031	0.701	0.45	0.367	0.194	0.233	0.385	0.379	0.24	0.066	0.118	0.213	0.07	0.053	0.1	0.054	0.072	0.07	0.051	2.948	3.271	0.098746561
BD55-5839	BD55-5839	0.957707	0.0338002	Inf	Inf	--	Inf	--	--	--	0.840433	0.00727208	--	--	--	3	2	3.49	3.16	3.28	3.04	3.3	3.18	3.39	--	--	--	--	--	--	0.03	3.19	3.19	3.27	--	--	--	--	--	--	--	--
BD55-5840	BD55-5840	0.00091	0.00560864	0.0044	0.0045	0.0121	0.00501885	0.0048702	0.00812	0.00393188	0.295709	>10	--	--	--	3	2	3.56	1.07	3.25	0.09	3.31	2.77	1.9	3.29	3.207	3.46	3.502	0.11	0.105	0.09	0.06	0.06	0.05	0.15	0.056	0.05	0.099	0.08	3.045	3.361	0.094019637
BD55-5844	BD55-5844	Inf	0.130859	Inf*	Inf	Inf	Inf*	Inf*	Inf	Inf*	Inf	Inf	--	--	--	3	2	3.22	1.779	2.552	1.178	3.166	2.699	3.237	2.99	2.942	2.672	2.679	0.068	1.728	0.047	2.541	2.521	2.59	1.942	1.567	2.494	1.899	1.551	3.151	2.967	-0.062015504
BD55-5847	BD55-5847	Inf	--	Inf*	Inf*	Inf*	Inf	--	--	--	Inf*	Inf*	--	--	--	3	2	3.164	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
BD55-5854	BD55-5854	0.016065	Inf*	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0355684	Inf	--	--	--	1	--	0.379	2.233	3.565	0.94	2.028	1.471	1.815	0.165	0.238	0.367	0.586	0.833	0.819	1.528	1.903	0.36	1.056	0.235	0.751	0.134	0.28	0.521	0.607	2.627	0.768937952
BD55-5856	BD55-5856	0.00186357	Inf	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.225951	Inf*	--	--	--	1	0	0.49	0.06	2.88	0.07	0.18	0.06	0.1	0.183	0.087	0.118	0.173	0.083	0.469	0.06	0.09	1.1	0.21	0.418	0.08	0.067	0.23	0.072	0.448	2.388	0.81239531
BD55-5858	BD55-5858	0.30776	0.0658705	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	18.5027	Inf	--	--	--	3	2	3.54	2.93	3.11	2.7	3.22	3.25	3.08	3.226	3.369	3.406	3.475	2.201	2.873	1.82	2.59	3.2	3.27	2.185	3.171	0.04	3.429	3.067	3.311	3.396	0.025029446
BD55-5874	BD55-5874	0.0640806	0.00544627	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0226253	0.00491139	--	--	--	3	2	3.54	3.15	3.3	3.11	3.38	3.08	2.92	3.462	3.388	3.496	3.481	3.427	1.785	2.51	3.11	2.33	2.58	0.989	2.699	2.671	2.584	2.475	0.65	3.311	0.803684687
BD55-5878	BD55-5878	0.0706846	0.00411615	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0485071	0.00330696	--	--	--	3	2	3.54	3.08	3.03	2.92	3.11	3.05	3.13	2.871	3.266	3.525	3.463	2.767	2.37	2.39	3.02	2.94	2.67	1.552	2.45	2.26	3.184	1.746	0.613	3.002	0.795802798
BD55-5879	BD55-5879	1.79788	0.239303	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	1.56201	0.0024963	--	--	--	3	2	3.55	3.007	3.106	2.912	3.4	3.394	3.422	3.294	3.383	3.324	3.367	3.101	2.94	0.045	0.984	3.266	3.279	3.15	2.041	3.212	3.141	1.915	0.684	2.77	0.753068592
BD55-5889	BD55-5889	1.71861	1.66703	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	Inf	1.03179	--	--	--	3	2	3.51	3.171	3.055	3.136	3.348	3.299	3.275	3.204	3.353	3.26	3.34	2.959	3.018	2.781	2.943	3.282	3.212	3.1	2.784	3.194	3.01	2.834	3.274	2.8	-0.169285714
BD55-5900	BD55-5900	Inf	0.137859	Inf*	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	2.945	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.268	2.878	-0.135510771
BD55-5906	BD55-5906	0.0228018	0.00244432	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0269072	0.113856	--	--	--	3	2	3.54	1.49	3.32	0.05	3.41	3.02	2.94	3.373	3.371	3.522	3.506	3.288	0.111	2.77	3.21	0.05	0.05	0.136	0.043	0.042	0.146	0.058	1.167	3.261	0.642134315
BD55-5909	BD55-5909	0.107964	Inf	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	36.5322	Inf*	--	--	--	0	2	0.1	0.05	2.96	0.05	0.1	0.06	0.16	0.069	0.608	0.749	1.001	0.346	0.555	0.08	0.05	1.06	0.05	0.29	0.042	0.042	0.68	0.062	3.288	2.905	-0.131841652
BD55-5927	BD55-5927	0.244383	0.0284274	Inf	5.88319	--	Inf	--	--	--	0.107004	0.00612786	--	--	--	3	2	3.46	3.13	3.17	3.14	3.3	2.86	2.21	--	--	--	--	--	--	2.89	3.23	3.33	3.07	--	--	--	--	--	--	--	--
BD55-5961	BD55-5961	Inf	0.829346	Inf*	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	3.221	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.244	3.02	-0.074172185
BD55-5966	BD55-5966	0.00516712	Inf	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.00194893	Inf*	--	--	--	1	2	0.98	0.06	2.96	1.92	0.06	0.06	0.33	0.368	1.058	0.234	0.809	0.075	0.079	0.41	0.04	0.05	0.04	0.142	0.051	0.044	0.084	0.068	0.312	2.738	0.88604821
BD55-5992	BD55-5992	0.486097	0.362866	Inf	Inf	Inf	Inf	Inf	Inf	Inf	0.756706	Inf	--	--	--	3	2	3.52	2.23	3.06	2.22	3.31	3.21	2.91	3.389	3.301	3.412	3.423	0.857	2.54	2.69	3.17	3.33	3	1.153	3.079	3.211	3.074	2.901	3.385	3.394	0.002651738
BD55-6015	BD55-6015	0.431941	0.0316206	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.132639	0.00771648	--	--	--	2	2	3.51	3.33	3.41	3.06	3.36	2.92	2.87	3.268	3.385	3.466	3.49	3.237	2.966	2.56	2.97	2.96	2.58	2.397	3.199	0.04	3.326	2.964	2.457	3.403	0.277990009
BD55-6025	BD55-6025	0.108234	0.0366193	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.071542	0.00331912	--	--	--	3	0	3.52	2.98	3.05	1.64	3.28	2.91	2.99	3.421	3.34	3.461	3.472	3.319	0.771	2.82	3.17	0.23	0.13	0.479	0.585	0.158	1.004	0.585	1.032	3.36	0.692857143
BD55-6030	BD55-6030	0.624528	0.21512	Inf	Inf	--	Inf	--	--	--	0.17156	0.00238886	--	--	--	2	2	3.5	3.18	3.17	3.15	3.37	2.57	2.84	--	--	--	--	--	--	0.65	3.08	3.2	3.09	--	--	--	--	--	--	--	--
BD55-6033	BD55-6033	1.17171	0.0280582	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.441415	0.00469125	--	--	--	2	2	3.49	1.013	2.433	0.267	3.292	2.685	2.886	2.605	2.903	2.631	2.908	2.416	0.049	0.045	2.726	0.045	0.042	0.073	0.05	0.051	0.059	0.069	1.652	3.133	0.472709863
BD55-6034	BD55-6034	Inf	0.726312	Inf	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	3.416	3.433	3.504	3.071	3.524	3.523	3.54	3.343	3.389	2.835	3.428	3.244	2.374	3.434	3.502	3.184	2.245	2.885	1.174	1.444	1.719	1.486	3.515	3.454	-0.017660683
BD55-6037	BD55-6037	Inf	0.454483	Inf*	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	3.47	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.196	3.181	-0.004715498
BD55-6038	BD55-6038	1.90924	2.71343	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	12.0229	0.400863	--	--	--	2	2	3.57	2.917	3.067	2.914	3.368	3.213	3.265	0.303	3.325	3.035	3.15	3.244	2.341	3.159	2.811	2.991	2.793	2.719	1.59	2.91	2.525	1.071	3.279	3.378	0.029307282
BD55-6041	BD55-6041	1.37116	0.643016	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	5.54315	Inf	--	--	--	2	2	3.46	0.425	1.622	0.23	2.75	2.961	2.802	2.696	2.781	2.489	2.469	0.05	0.073	0.04	1.148	0.041	0.333	0.081	0.067	0.229	0.073	0.073	3.327	3.222	-0.032588454
BD55-6055	BD55-6055	Inf	0.219942	Inf*	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	3.49	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.365	3.166	-0.062855338
BD55-6059	BD55-6059	Inf	--	Inf*	Inf*	Inf*	Inf	--	--	--	Inf*	Inf*	--	--	--	3	2	3.413	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
BD55-6062	BD55-6062	Inf	Inf	Inf*	Inf*	Inf*	Inf*	Inf*	Inf	Inf*	Inf*	Inf*	--	--	--	3	2	3.394	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.374	3.239	-0.041679531
BD55-6063	BD55-6063	0.0700616	0.0173978	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0382323	0.00225984	--	--	--	3	2	3.49	3.03	3.41	2.44	3.3	3.17	3.03	3.329	3.322	3.459	3.49	3.23	0.557	3.06	3.21	0.2	0.18	0.402	0.493	0.238	0.682	0.456	0.621	3.407	0.817728207
BD55-6066	BD55-6066	0.0308951	0.0113207	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0223366	0.00347995	--	--	--	3	0	3.51	3.18	3.35	2.17	3.31	3.2	2.86	3.419	3.421	3.492	3.473	3.303	1.532	0.29	2.37	1.37	0.14	0.523	0.219	0.103	2.819	0.186	0.472	3.269	0.855613337
BD55-6068	BD55-6068	0.0315155	0.00901199	Inf	Inf	--	Inf	--	--	--	0.0377947	0.00642291	--	--	--	3	2	3.56	3.33	3.46	3.16	3.31	3.22	3.09	--	--	--	--	--	--	2.91	3.35	0.96	1.81	--	--	--	--	--	--	--	--
BD55-6069	BD55-6069	0.0505958	0.0156075	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0427001	0.00439154	--	--	--	3	2	3.51	3.1	3.31	0.71	3.38	3.22	3.23	3.383	3.363	3.457	3.498	3.178	0.271	2.64	3.35	0.89	2.95	0.243	2.799	3.152	0.452	2.387	0.82	3.157	0.74025974
BD55-6075	BD55-6075	1.00796	0.897055	Inf	Inf	--	Inf	--	--	--	15.2571	Inf	--	--	--	3	2	3.52	3.35	3.43	3.36	3.33	2.76	3.4	--	--	--	--	--	--	2.9	3.22	3.43	3.14	--	--	--	--	--	--	--	--
BD55-6078	BD55-6078	0.706842	0.18896	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	5.48448	Inf	--	--	--	3	2	3.48	3.16	3.3	2.94	3.15	2.96	3.31	3.381	3.271	3.448	3.438	3.087	3.004	0.11	3.01	3.25	3.23	2.913	3.305	3.127	3.371	3.378	3.252	3.335	0.024887556
BD55-6080	BD55-6080	0.0157231	0.0144323	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.016402	0.0041249	--	--	--	3	2	3.54	3.34	3.47	3.01	3.29	3.43	3.2	3.362	3.359	3.449	3.48	3.321	3.006	0.42	3.19	3.3	2.69	2.849	2.837	3.297	3.237	1.85	0.601	2.749	0.781375045
BD55-6086	BD55-6086	0.100285	0.00998857	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.0842228	0.0038063	--	--	--	3	2	3.5	3.33	3.4	1.34	3.41	3.05	2.88	3.226	3.167	3.492	3.473	3.233	0.487	1.34	3.28	0.09	0.05	0.297	0.059	0.047	0.174	0.083	1.346	3.393	0.603300914
BD55-6088	BD55-6088	0.0783929	0.0091578	Inf	2.55203	--	Inf	--	--	--	0.0144783	0.000352153	--	--	--	3	2	3.51	3.28	3.33	3.03	3.41	3.27	2.93	--	--	--	--	--	--	2.29	3.42	3.25	3.11	--	--	--	--	--	--	--	--
BD55-6092	BD55-6092	0.636969	0.0361799	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	0.386036	0.0100512	--	--	--	2	2	3.5	3.19	3.33	3.26	3.39	3.1	3.34	3.305	3.324	3.486	3.44	3.223	0.461	0.18	3.38	0.2	0.22	0.291	2.895	0.041	0.696	2.444	3.469	3.413	-0.016407852
BD55-6095	BD55-6095	1.52823	0.765794	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	18.3184	0.0616773	--	--	--	3	2	3.52	2.976	3.206	3.25	3.34	3.08	3.352	1.98	3.326	3.008	3.163	3.067	1.726	1.978	3.22	2.357	2.573	1.729	1.375	2.369	2.222	1.354	3.228	3.058	-0.05559189
BD55-6103	BD55-6103	0.611062	0.0117172	Inf	Inf	Inf	Inf*	Inf*	Inf	Inf*	1.57674	0.00166825	--	--	--	3	2	3.49	2.85	3.13	3.27	3.34	3.33	3.17	3.448	3.415	3.452	3.437	3.444	3.195	0.09	2.12	3.31	3.32	2.908	3.057	3.357	3.339	3.305	0.454	3.387	0.865958075
